"Brand_Reg","Model_No","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Avg_mode_power","Labelled energy consumption (kWh/year)","SubmitStatus","Product Class","Availability Status","Star2","Star Rating Index","Power supply","Brand_Reg_Upper","screensize_by_inches","Screensize category"
"SAMSUNG ELECTRONICS","UA43TU6900S","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",69,255,"Approved","Single product class","Available",4,4.281582860753533,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"KOGAN","KALED32AH7510SVA","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.393",30.294,119,"Approved","Single product class","Available",5,5.447255105927289,"Internal","KOGAN",31.511417322834646,"32 inch"
"SAMSUNG ELECTRONICS","UA50TU6900S","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",91,335,"Approved","Single product class","Available",4,4.2768165620335985,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"SAMSUNG ELECTRONICS","UA55TU6900S","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",92,339,"Approved","Single product class","Available",5,5.033814170974034,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"SAMSUNG ELECTRONICS","UA65TU6900S","Australia,Fiji,New Zealand","Vietnam",163.878,11481.120000000003,"LCD (LED)","0.5",116,426,"Approved","Single product class","Available",5,5.402392870035829,"Internal","SAMSUNG ELECTRONICS",64.51889763779526,"60 inch"
"HISENSE","43S4","Australia,New Zealand","China",107.953,4979.729715840001,"LCD (LED)","0.32",35.88,154,"Approved","Single product class","Available",6,6.543063790707123,"Internal","HISENSE",42.5011811023622,"40 inch"
"kogan","KALED42RF9220STA","Australia,Fiji,New Zealand","China",105.348,4675.4400000000005,"LCD (LED)","0.32",42,155,"Approved","Single product class","Available",6,6.267310678822118,"Internal","KOGAN",41.4755905511811,"40 inch"
"PHILIPS","70PUT7605/79","Australia","China",176.566,13118.7698,"LCD (LED)","0.43",134.76,544,"Approved","Single product class","Available",4.5,4.871916240305556,"Internal","PHILIPS",69.51417322834645,"70+ inch"
"Thomson","STVLED43FHDB","Australia","China",107.953,4979.69208,"LCD (LED)","0.39",46.81,182,"Approved","Single product class","Available",5.5,5.7943945611014085,"Internal","THOMSON",42.5011811023622,"40 inch"
"HISENSE","65SX","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.38",158.68,648,"Approved","Single product class","Available",3.5,3.5215522664520975,"Internal","HISENSE",64.5259842519685,"60 inch"
"LG","55NANO79TND","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.18",101,370,"Approved","Single product class","Available",4.5,4.642740091361377,"Internal","LG",54.63897637795275,"50 inch"
"LG","65NANO79TND","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.18",126,461,"Approved","Single product class","Available",5,5.047396896910166,"Internal","LG",64.52637795275591,"60 inch"
"LG","65NANO79VND","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.18",126,461,"Approved","Single product class","Available",5,5.047396896910166,"Internal","LG",64.52637795275591,"60 inch"
"LG","75NANO79TND","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.17",156,571,"Approved","Single product class","Available",5,5.313741980786467,"Internal","LG",74.51771653543307,"70+ inch"
"LG","55NANO79VND","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.18",101,370,"Approved","Single product class","Available",4.5,4.642740091361377,"Internal","LG",54.63897637795275,"50 inch"
"LG","75NANO79VNE","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.17",156,571,"Approved","Single product class","Available",5,5.313741980786467,"Internal","LG",74.51771653543307,"70+ inch"
"SAMSUNG ELECTRONICS","HG43AT670UK","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",69,255,"Approved","Single product class","Available",4,4.281582860753533,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"SAMSUNG ELECTRONICS","HG50AT670UK","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",85,313,"Approved","Single product class","Available",4.5,4.581227515811351,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"SAMSUNG ELECTRONICS","HG55AT670UK","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",91,335,"Approved","Single product class","Available",5,5.0870067256567815,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"SAMSUNG ELECTRONICS","HG65AT670UK","Australia,Fiji,New Zealand","Vietnam",163.878,11481.120000000003,"LCD (LED)","0.5",116,426,"Approved","Single product class","Available",5,5.402392870035829,"Internal","SAMSUNG ELECTRONICS",64.51889763779526,"60 inch"
"SAMSUNG ELECTRONICS","UA85TU8000W","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.3",198,725,"Approved","Single product class","Available",5,5.332933763649678,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"Hitachi","42FHDSM20","Australia,Fiji,New Zealand","China",105.348,4675.4400000000005,"LCD (LED)","0.58",43,160,"Approved","Single product class","Available",6,6.12503142348359,"Internal","HITACHI",41.4755905511811,"40 inch"
"BAUHN","ATV55UHDS-0920","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.55",68.3,260,"Approved","Single product class","Available",6,6.223880897558965,"Internal","BAUHN",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55LST7TAW","Australia,Fiji,New Zealand","Mexico",138.711,8221.2,"LCD (LED)","0.5",217,795,"Approved","Single product class","Available",1,1.210697106755252,"Internal","SAMSUNG ELECTRONICS",54.61062992125985,"50 inch"
"SAMSUNG ELECTRONICS","QA65LST7TAW","Australia,Fiji,New Zealand","Mexico",163.829,11466.84,"LCD (LED)","0.5",271,992,"Approved","Single product class","Available",1.5,1.609064679434909,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA75LST7TAW","Australia,Fiji,New Zealand","Mexico",189.306,15312,"LCD (LED)","0.5",340,1244,"Approved","Single product class","Available",1.5,1.8253098585270005,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"BAUHN","ATV50UHDS-0820","Australia,Fiji,New Zealand","China",125.727,6754.5112,"LCD (LED)","0.69",48.5,220,"Approved","Single product class","Available",6,6.163161822916446,"Internal","BAUHN",49.4988188976378,"48 inch"
"DEVANTi","STV-668-UHD-65-BK","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.0",104.08,395,"Approved","Single product class","Available",5.5,5.739877324630157,"Internal","DEVANTI",64.5259842519685,"60 inch"
"EKO","K500USN","Australia","China",125.727,6754.5112,"LCD (LED)","0.36",74.2,273,"Approved","Single product class","Available",5,5.195873063902896,"Internal","EKO",49.4988188976378,"48 inch"
"EKO","K400USN","Australia","China",101.612,4412.0592,"LCD (LED)","0.34",49.3,182,"Approved","Single product class","Available",5,5.322552813029876,"Internal","EKO",40.00472440944882,"40 inch"
"HISENSE","65Q7","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.27",134.62,568,"Approved","Single product class","Available",4,4.112065758126246,"Internal","HISENSE",64.5259842519685,"60 inch"
"LG","43US665H0VA","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.24",70,257,"Approved","Single product class","Available",4,4.250376275585194,"Internal","LG",42.514566929133856,"40 inch"
"LG","50US665H0VA","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.24",85.9,315,"Approved","Single product class","Available",4.5,4.554578064348227,"Internal","LG",49.4988188976378,"48 inch"
"LG","55US665H0VA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.25",97,356,"Approved","Single product class","Available",4.5,4.815598659574831,"Internal","LG",54.63897637795275,"50 inch"
"LG","65US665H0VD","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.25",121,443,"Approved","Single product class","Available",5,5.225884120569299,"Internal","LG",64.52637795275591,"60 inch"
"LG","49US765H0VA","Australia,New Zealand","Indonesia,South Korea",123.202,6485.7519999999995,"LCD (LED)","0.25",90,330,"Approved","Single product class","Available",4,4.181555378082812,"Internal","LG",48.50472440944882,"48 inch"
"LG","55US765H0VA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.26",97,356,"Approved","Single product class","Available",4.5,4.815598659574831,"Internal","LG",54.63897637795275,"50 inch"
"LG","65US765H0VD","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.26",124,454,"Approved","Single product class","Available",5,5.1159664113110335,"Internal","LG",64.52637795275591,"60 inch"
"HISENSE","55Q7","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.3",89.99,378,"Approved","Single product class","Available",4.5,4.546877182237033,"Internal","HISENSE",54.63897637795275,"50 inch"
"EKO","K550USGQ","Australia","China",138.76,8233.289999999999,"LCD (LED)","0.38",67.9,271,"Approved","Single product class","Available",6,6.03977471219077,"Internal","EKO",54.62992125984252,"50 inch"
"kogan","KALED55XU9220STB","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.38",87,338,"Approved","Single product class","Available",5,5.043638789963322,"Internal","KOGAN",54.61062992125985,"50 inch"
"kogan","KALED55XU9210STC","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.38",87,338,"Approved","Single product class","Available",5,5.043638789963322,"Internal","KOGAN",54.61062992125985,"50 inch"
"SAMSUNG ELECTRONICS","BH55T","Australia,Fiji,New Zealand","Vietnam",138.711,8221.2,"LCD (LED)","0.5",217,795,"Approved","Single product class","Available",1,1.210697106755252,"Internal","SAMSUNG ELECTRONICS",54.61062992125985,"50 inch"
"SAMSUNG ELECTRONICS","BH65T","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",271,992,"Approved","Single product class","Available",1.5,1.609064679434909,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","BH75T","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",340,1244,"Approved","Single product class","Available",1.5,1.8253098585270005,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"EKO","K75USG","Australia","China",189.442,15337.79,"LCD (LED)","0.42",199.6,758,"Approved","Single product class","Available",4,4.052634931284711,"Internal","EKO",74.58346456692914,"70+ inch"
"EKO","K650USGQ","Australia","China",163.927,11495.400000000001,"LCD (LED)","0.34",96.9,370,"Approved","Single product class","Available",6,6.039238202557552,"Internal","EKO",64.53818897637795,"60 inch"
"EKO","K65USG","Australia","China",163.791,11473.08,"LCD (LED)","0.37",134.4,580,"Approved","Single product class","Available",4,4.016518199742423,"Internal","EKO",64.48464566929134,"60 inch"
"Linsar","LS82UHDSM20","Australia,Fiji,New Zealand","China",207.185,18341.5106,"LCD","0.41",170.9,626,"Approved","Single product class","Available",5.5,5.679405703901,"Internal","LINSAR",81.56889763779527,"70+ inch"
"LG","70UN7070PTA","Australia,New Zealand","Indonesia,South Korea",176.564,13320.7184,"LCD (LED)","0.19",144,527,"Approved","Single product class","Available",5,5.079211885538874,"Internal","LG",69.51338582677165,"70+ inch"
"Linsar","LS75UHDSM20","Australia,Fiji,New Zealand","China",189.338,15318.8066,"LCD (LED)","0.48",123.27,480,"Approved","Single product class","Available",6,6.094876057574918,"Internal","LINSAR",74.54251968503937,"70+ inch"
"KONKA","KUD55GT776AN","New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.342",84.978,328,"Approved","Single product class","Available",5,5.182703700188524,"Internal","KONKA",54.63897637795275,"50 inch"
"kogan","KALED32RH9220STA","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.3",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","KOGAN",31.48307086614173,"32 inch"
"KONKA","KUD65GT775AN","New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.31",108.6,439,"Approved","Single product class","Available",5,5.266578196996688,"Internal","KONKA",64.5259842519685,"60 inch"
"Polaroid","PL4020FHDG","Australia","China",100.344,4254.360000000001,"LCD","0.37",35,151,"Approved","Single product class","Available",6,6.01894107318675,"Internal","POLAROID",39.50551181102362,"40 inch"
"BAUHN","ATV58UHDG-0920","Australia,Fiji,New Zealand","China",146.138,9182.1,"LCD","0.31",75.2,298,"Approved","Single product class","Available",6,6.066493718730974,"Internal","BAUHN",57.534645669291336,"60 inch"
"Polaroid","PL3220HDG","Australia","China",80.065,2746.18,"LCD","0.32",24.3,105,"Approved","Single product class","Available",6,6.020492681744969,"Internal","POLAROID",31.521653543307085,"32 inch"
"HISENSE","100S8","Australia,New Zealand","China",252.784,27304.2576,"LCD (LED)","0.28",205.79,846,"Approved","Single product class","Available",6,6.058358192865256,"Internal","HISENSE",99.52125984251968,"70+ inch"
"Hitachi","32HDGTV","Australia","China",80.065,2746.18,"LCD","0.32",24.3,105,"Approved","Single product class","Available",6,6.020492681744969,"Internal","HITACHI",31.521653543307085,"32 inch"
"Hitachi","40FHDGTV","Australia","China",100.344,4254.360000000001,"LCD","0.37",35,151,"Approved","Single product class","Available",6,6.01894107318675,"Internal","HITACHI",39.50551181102362,"40 inch"
"CAIXUN","EC50S1UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50P28UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50N1UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50N3UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50F2UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50F3UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC50S2UA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.0",64.23,278,"Approved","Single product class","Available",5,5.114752431177988,"Internal","CAIXUN",49.5003937007874,"48 inch"
"CAIXUN","EC55S1UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55P28UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55N1UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55N3UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55F2UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55F3UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"CAIXUN","EC55S2UA","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",79.47,307,"Approved","Single product class","Available",5,5.479220719870522,"Internal","CAIXUN",54.63897637795275,"50 inch"
"DGTEC","DG40FHDNF","Australia,Fiji,New Zealand","China",100.305,4258.3,"LCD","0.45",40,149,"Approved","Single product class","Available",6,6.082256469696936,"Internal","DGTEC",39.49015748031496,"40 inch"
"Linsar","LS40FHDG-SCA","Australia,Fiji,New Zealand","China",100.344,4254.360000000001,"LCD","0.37",35,151,"Approved","Single product class","Available",6,6.01894107318675,"Internal","LINSAR",39.50551181102362,"40 inch"
